"IGN";"NPL";"cdom";"essmaj_mature_40_code";"typologie_mature_simplifiee";"fa_mask";"hdom_mean_m";"hdom_median_m";"n_pix_hdom"
4178;317;254,9298868966;"1-61%;3-39%";"Chenaie";1;24,5375001430511;24,5;8
4212;314;257;"3-100%";"Hetraie";1;26,2800004959106;26,2000007629395;20
4234;126;225;"5-56%;1-25%";"Frenaie";1;27,9875005483627;28,7000007629395;16
4234;145;84;"15-100%";"Autres peuplements feuillus";1;26,6437497138977;29,7999992370605;16
4234;147;209;"1-100%";"Chenaie";1;29,1249998807907;29;16
4234;183;268,8941187872;"3-55%;1-45%";"Hetraie";1;26,6624999046326;26,6000003814697;16
4256;37;232;"1-81%;4-19%";"Chenaie";1;25,633333387829;25,5;21
4256;53;168,930953368;"1-100%";"Chenaie";1;25,0000001192093;25;16
4256;58;282,121896015;"1-99%;11-1%";"Chenaie";1;24,6850004196167;24,6000003814697;20
4256;59;115;"13-100%";"Autres peuplements feuillus";1;24,8999996185303;24,8999996185303;4
4256;77;31;"11-100%";"Autres peuplements feuillus";1;14,4750001430511;14,8000001907349;16
4256;96;250,7716929639;"3-58%;1-26%";"Hetraie";1;29,4750001430511;29,1000003814697;16
4256;98;286,660735196;"3-87%;1-13%";"Hetraie";1;26,606250166893;25,1000003814697;16
4256;100;292,982205588;"1-77%;11-18%";"Chenaie";1;24,8062497377396;24,3999996185303;16
4256;113;222,8245763758;"3-100%";"Hetraie";1;28,4999998807907;28,5;16
4256;117;409,2065907848;"3-99%;45-1%";"Hetraie";1;32,7499989403619;32,0999984741211;18
4256;119;202,7541308842;"3-81%;1-19%";"Hetraie";1;27,1761903308687;27,5;21
4256;120;230,830367598;"1-92%;11-8%";"Chenaie";1;23,7250003814697;24,2000007629395;16
4256;151;123;"11-100%";"Autres peuplements feuillus";1;22,4437503814697;21,2000007629395;16
4256;152;132;"1-100%";"Chenaie";1;26,9600004196167;27;20
4256;170;130;"13-100%";"Autres peuplements feuillus";1;28,2666670481364;28,2000007629395;9
4256;178;155,6685761664;"1-60%;11-40%";"Chenaie";1;23,2312494516373;23,2999992370605;16
4256;199;168;"5-60%;7-24%";"Frenaie";1;30,1875;31;16
4256;200;123;"1-100%";"Chenaie";1;24,456249833107;22,8999996185303;16
4256;209;308;"3-76%;15-12%";"Hetraie";1;26,4388889736599;25,1000003814697;18
4256;219;130;"5-38%;17-33%";"Autres feuillus nobles";1;25,5874993801117;25,2999992370605;16
4256;239;267,6362734092;"3-100%";"Hetraie";1;24,3125004768372;24,2000007629395;16
4256;260;121;"3-100%";"Hetraie";1;21,8312505483627;21,7000007629395;16
4256;286;146;"1-100%";"Chenaie";1;22,8312503099442;24,2000007629395;16
4256;291;168,465376372;"11-58%;1-42%";"Autres peuplements feuillus";1;18,4055556191338;18,5;18
4256;300;279,7414654888;"3-80%;1-20%";"Hetraie";1;27,9888895882501;29,2000007629395;18
4278;37;174;"7-57%;5-26%";"Autres feuillus nobles";1;26,7533326466878;26,2999992370605;15
4278;58;132;"1-100%";"Chenaie";1;21,1777777141995;22,5;18
4278;79;44;"11-100%";"Autres peuplements feuillus";1;18,5812497138977;18;16
4278;92;110;"7-100%";"Autres feuillus nobles";1;28,2285709381104;29,3999996185303;7
4278;94;327;"3-68%;1-32%";"Hetraie";1;29,8187508583069;30,7000007629395;16
4278;96;148;"11-36%;1-36%";"Autres peuplements feuillus";1;20,025000333786;18,7000007629395;16
4278;154;147;"11-40%;7-35%";"Autres peuplements feuillus";1;25,4666667514377;26;18
4278;176;219;"1-52%;7-26%";"Chenaie";1;21,862499833107;22,3999996185303;16
4278;192;238,9796317152;"1-100%";"Chenaie";1;20,682352402631;20,7999992370605;17
4278;195;137;"5-68%;1-32%";"Frenaie";1;19,2999995095389;19,2999992370605;21
4278;211;274;"1-100%";"Chenaie";1;26,3888893127441;25,6000003814697;18
4278;216;91;"1-100%";"Chenaie";1;21,5777780744765;21,6000003814697;18
4278;258;106;"11-100%";"Autres peuplements feuillus";1;24,8062504529953;24,6000003814697;16
4312;145;140,9297516812;"13-74%;11-26%";"Autres peuplements feuillus";1;25,4937500953674;25;16
4312;147;151;"4-77%;7-23%";"Erabliere";1;26,5357142857143;26,5;14
4312;164;136;"4-32%;29-31%";"Autres peuplements feuillus";1;26,9500004053116;25,0500001907349;16
4312;204;237,6504870904;"1-99%;11-1%";"Chenaie";1;25,8249999682109;25,5;12
4312;227;236,924184668;"3-50%;1-50%";"Hetraie";1;27,5562498569489;27,6499996185303;16
4312;241;194,9683716008;"1-100%";"Chenaie";1;29,0476189567929;29,2999992370605;21
4312;258;74;"1-99%;11-1%";"Chenaie";1;21,6625003814697;22,2000007629395;16
4312;280;130,1570201744;"3-55%;1-45%";"Hetraie";1;24,9550002098084;25,7000007629395;20
4312;296;193,8204787568;"1-77%;3-23%";"Chenaie";1;27,0437498092651;26,8999996185303;16
4312;300;192,6663204857;"1-82%;41-16%";"Chenaie";1;24,1437500715256;24,6000003814697;16
4312;305;182,8068171233;"1-84%;13-15%";"Chenaie";1;25,2062499523163;25,3999996185303;16
4312;319;74;"3-100%";"Hetraie";1;14,8312501907349;15,3000001907349;16
4334;6;243,7794778774;"1-87%;11-13%";"Chenaie";1;27,9624997377396;28,25;16
4334;8;142,792860104;"11-47%;4-31%";"Autres peuplements feuillus";1;28,6142858777727;29;14
4334;31;190,8419412827;"1-80%;11-19%";"Chenaie";1;23,9611111746894;24,7000007629395;18
4334;58;115;"3-100%";"Hetraie";1;22,3687499761581;20,5;16
4334;77;165,7657647248;"1-99%;11-1%";"Chenaie";1;24,125;23,7999992370605;16
4356;25;68;"1-100%";"Chenaie";1;18,8444438510471;17,2999992370605;18
4356;33;90;"1-100%";"Chenaie";1;24,872727134011;26;11
4356;51;205,7179681819;"1-69%;15-18%";"Chenaie";1;23,5555550257365;23,2999992370605;18
4356;72;210,6823854928;"3-67%;1-33%";"Hetraie";1;25,7499996821086;25,2999992370605;18
4356;90;217,4487296134;"1-100%";"Chenaie";1;24,5307690547063;23,7999992370605;13
4356;91;88;"3-100%";"Hetraie";1;21,3999999761581;22,3999996185303;16
4356;93;162;"1-100%";"Chenaie";1;21,099999639723;21,5;18
4356;94;217,643555016;"3-55%;1-45%";"Hetraie";1;23,6625001430511;25,2000007629395;16
4356;112;153,7759488672;"1-100%";"Chenaie";1;21,8999998304579;21,3999996185303;18
4356;128;179,9592634304;"1-80%;11-20%";"Chenaie";1;24,1428568703788;24,3999996185303;21
4356;129;153,793440871;"3-56%;1-23%";"Hetraie";1;23,3800004005432;23,5;20
4356;130;105;"3-100%";"Hetraie";1;23,799999554952;23,2999992370605;18
4356;147;179;"1-79%;14-21%";"Chenaie";1;25,5437499284744;25,3999996185303;16
4356;149;272,5147818752;"3-100%";"Hetraie";1;32,2312492132187;31,5999994277954;16
4356;153;230;"1-62%;3-38%";"Chenaie";1;25,0500001907349;25,1999998092651;16
4356;154;204;"3-100%";"Hetraie";1;28,7874999046326;28,8999996185303;16
4356;168;245,8757160624;"3-65%;1-35%";"Hetraie";1;24,292857170105;24,7000007629395;14
4356;170;262,93984022;"1-55%;3-45%";"Chenaie";1;26,8062504529953;26,7000007629395;16
4356;185;163,951397852;"1-99%;11-1%";"Chenaie";1;25,9222221374512;25,75;18
4356;187;197,6842915856;"1-79%;3-21%";"Chenaie";1;26,5888884862264;27,3999996185303;18
4356;197;164;"1-52%;3-48%";"Chenaie";1;29,8250000476837;27,7000007629395;16
4356;199;164,87849463;"1-74%;3-26%";"Chenaie";1;24,4411765827852;24,1000003814697;17
4356;206;202;"1-100%";"Chenaie";1;28,65294119891;28,6000003814697;17
4356;210;240,0747751312;"3-100%";"Hetraie";1;28,9307699937087;28,7000007629395;13
4356;212;247;"1-58%;3-23%";"Chenaie";1;30,4166661368476;30,2999992370605;18
4356;216;396,8117420142;"3-75%;41-24%";"Hetraie";1;28,3904765901111;29,2000007629395;21
4356;227;184;"1-100%";"Chenaie";1;27,8625003099442;26,2000007629395;16
4356;229;177,9946841326;"1-54%;3-46%";"Chenaie";1;26,0499997138977;26,2999992370605;16
4356;231;261,8777350498;"3-52%;41-27%";"Hetraie";1;25,431250333786;26,2000007629395;16
4356;232;201,6108679624;"3-99%;41-1%";"Hetraie";1;20,3649998664856;19,2999992370605;20
4356;233;297;"3-100%";"Hetraie";1;29,5187501907349;30,1000003814697;16
4356;234;175;"3-100%";"Hetraie";1;25,9624997377396;25,1499996185303;16
4356;242;182,5754341408;"1-76%;3-24%";"Chenaie";1;26,043749332428;26,2999992370605;16
