key;prop_keep;prop_keep_pct;quantile;p;terr_num;topo
191;0,198255817740118;19,8255817740118;q80;0,8;19;1
193;0,193761963742822;19,3761963742822;q80;0,8;19;3
194;0,193193581780538;19,3193581780538;q80;0,8;19;4
201;0,192784139884251;19,2784139884251;q80;0,8;20;1
203;0,193892491110646;19,3892491110646;q80;0,8;20;3
211;0,197305151915456;19,7305151915456;q80;0,8;21;1
213;0,199374881606365;19,9374881606365;q80;0,8;21;3
221;0,195008376160595;19,5008376160595;q80;0,8;22;1
223;0,199465983707054;19,9465983707054;q80;0,8;22;3
224;0,191853360488798;19,1853360488798;q80;0,8;22;4
231;0,195836856303096;19,5836856303096;q80;0,8;23;1
233;0,193281881661154;19,3281881661154;q80;0,8;23;3
234;0,19694605439144;19,694605439144;q80;0,8;23;4
241;0,188312422290042;18,8312422290042;q80;0,8;24;1
243;0,195616323348625;19,5616323348625;q80;0,8;24;3
244;0,189057205501296;18,9057205501296;q80;0,8;24;4
251;0,195961602118504;19,5961602118504;q80;0,8;25;1
253;0,198386331276697;19,8386331276697;q80;0,8;25;3
261;0,185917447103711;18,5917447103711;q80;0,8;26;1
263;0,182008368200837;18,2008368200837;q80;0,8;26;3
264;0,199608610567515;19,9608610567515;q80;0,8;26;4
271;0,19482151835093;19,482151835093;q80;0,8;27;1
273;0,191711562370493;19,1711562370493;q80;0,8;27;3
281;0,197813075293486;19,7813075293486;q80;0,8;28;1
283;0,19277216525115;19,277216525115;q80;0,8;28;3
284;0,199190907339626;19,9190907339626;q80;0,8;28;4
11;0,0965396917708636;9,65396917708636;q90;0,9;1;1
13;0,0979042441248685;9,79042441248685;q90;0,9;1;3
21;0,0969586541987532;9,69586541987532;q90;0,9;2;1
23;0,0967656914793479;9,67656914793479;q90;0,9;2;3
24;0,0981184029371271;9,81184029371271;q90;0,9;2;4
31;0,0949931412894376;9,49931412894376;q90;0,9;3;1
33;0,0995442036463708;9,95442036463708;q90;0,9;3;3
41;0,099270508937332;9,9270508937332;q90;0,9;4;1
43;0,0998828708752373;9,98828708752373;q90;0,9;4;3
51;0,0974435202247992;9,74435202247992;q90;0,9;5;1
53;0,0985782104152681;9,85782104152681;q90;0,9;5;3
54;0,099783932429778;9,9783932429778;q90;0,9;5;4
61;0,0972055120747181;9,72055120747181;q90;0,9;6;1
63;0,0944274082690071;9,44274082690071;q90;0,9;6;3
64;0,0989434848230756;9,89434848230756;q90;0,9;6;4
71;0,0966666666666667;9,66666666666667;q90;0,9;7;1
73;0,0953327071743371;9,53327071743371;q90;0,9;7;3
81;0,099098228097314;9,9098228097314;q90;0,9;8;1
83;0,0976330021950171;9,76330021950171;q90;0,9;8;3
84;0,0986708365910868;9,86708365910868;q90;0,9;8;4
91;0,0970129366732884;9,70129366732884;q90;0,9;9;1
93;0,0981178713197943;9,81178713197943;q90;0,9;9;3
94;0,0987490802060339;9,87490802060339;q90;0,9;9;4
101;0,0976103097028935;9,76103097028935;q90;0,9;10;1
103;0,0985037549884418;9,85037549884418;q90;0,9;10;3
104;0,0976506541877567;9,76506541877567;q90;0,9;10;4
111;0,0971406255306143;9,71406255306143;q90;0,9;11;1
113;0,0999708392464861;9,99708392464861;q90;0,9;11;3
114;0,0953695185525912;9,53695185525912;q90;0,9;11;4
121;0,0966562622299858;9,66562622299858;q90;0,9;12;1
123;0,0951624434029709;9,51624434029709;q90;0,9;12;3
124;0,0990001960399922;9,90001960399922;q90;0,9;12;4
131;0,0949052500776639;9,49052500776639;q90;0,9;13;1
133;0,0934999136392423;9,34999136392423;q90;0,9;13;3
141;0,0996396407164158;9,96396407164158;q90;0,9;14;1
143;0,0995637678300602;9,95637678300602;q90;0,9;14;3
144;0,0992320251557114;9,92320251557114;q90;0,9;14;4
151;0,0995003897215727;9,95003897215727;q90;0,9;15;1
153;0,0962472253052164;9,62472253052164;q90;0,9;15;3
161;0,0973698162790162;9,73698162790162;q90;0,9;16;1
163;0,0993697140384958;9,93697140384958;q90;0,9;16;3
164;0,0930815754536067;9,30815754536067;q90;0,9;16;4
171;0,0956757571191804;9,56757571191804;q90;0,9;17;1
173;0,0994273815720979;9,94273815720979;q90;0,9;17;3
181;0,0962900505902192;9,62900505902192;q90;0,9;18;1
183;0,0975546305931322;9,75546305931322;q90;0,9;18;3
191;0,0997987482007829;9,97987482007829;q90;0,9;19;1
193;0,0942986900874526;9,42986900874526;q90;0,9;19;3
194;0,099120082815735;9,9120082815735;q90;0,9;19;4
201;0,0983376431473956;9,83376431473956;q90;0,9;20;1
203;0,0943665899742034;9,43665899742034;q90;0,9;20;3
211;0,0967503302509908;9,67503302509908;q90;0,9;21;1
213;0,0999242280734988;9,99242280734988;q90;0,9;21;3
221;0,100002839376473;10,0002839376473;q90;0,9;22;1
223;0,0947606462686974;9,47606462686974;q90;0,9;22;3
224;0,0961303462321792;9,61303462321792;q90;0,9;22;4
231;0,0983210532673028;9,83210532673028;q90;0,9;23;1
233;0,0949503858875413;9,49503858875413;q90;0,9;23;3
234;0,0985287561301828;9,85287561301828;q90;0,9;23;4
241;0,0959270562525903;9,59270562525903;q90;0,9;24;1
243;0,0968486702047915;9,68486702047915;q90;0,9;24;3
244;0,0891967311142117;8,91967311142117;q90;0,9;24;4
251;0,0991393578285336;9,91393578285336;q90;0,9;25;1
253;0,099984179718399;9,9984179718399;q90;0,9;25;3
261;0,0960804717308359;9,60804717308359;q90;0,9;26;1
263;0,087081589958159;8,7081589958159;q90;0,9;26;3
264;0,0887149380300065;8,87149380300065;q90;0,9;26;4
271;0,0964052287581699;9,64052287581699;q90;0,9;27;1
273;0,0991711562370493;9,91711562370493;q90;0,9;27;3
281;0,0985110595113648;9,85110595113648;q90;0,9;28;1
283;0,0968849570995139;9,68849570995139;q90;0,9;28;3
284;0,0976690425736852;9,76690425736852;q90;0,9;28;4
